timestamp,value
2021-01-01 00:00:00,37005.8506811
2021-01-01 00:00:01,36795.1524163
2021-01-01 00:00:02,36466.9144827
2021-01-01 00:00:03,35173.7714128
2021-01-01 00:00:04,35326.9600926
2021-01-01 00:00:05,34369.0581494
2021-01-01 00:00:06,33483.9198788
2021-01-01 00:00:07,33401.9843413
2021-01-01 00:00:08,32895.1897266
2021-01-01 00:00:09,32420.6740623
2021-01-01 00:00:10,31631.0345456
2021-01-01 00:00:11,30719.5289899
2021-01-01 00:00:12,30141.3382955
2021-01-01 00:00:13,29895.2072514
2021-01-01 00:00:14,30215.5957903
2021-01-01 00:00:15,30338.2504802
2021-01-01 00:00:16,30603.7934704
2021-01-01 00:00:17,31212.8027912
2021-01-01 00:00:18,32259.8390266
2021-01-01 00:00:19,33462.9873645
2021-01-01 00:00:20,34535.5102096
2021-01-01 00:00:21,35452.8336726
2021-01-01 00:00:22,35754.6706508
2021-01-01 00:00:23,35743.2642862
2021-01-01 00:00:24,35252.9802929
2021-01-01 00:00:25,34772.2824285
2021-01-01 00:00:26,34387.7253098
2021-01-01 00:00:27,34017.7757963
2021-01-01 00:00:28,33590.0694769
2021-01-01 00:00:29,32918.2169099
2021-01-01 00:00:30,32404.5192145
2021-01-01 00:00:31,32174.6890976
2021-01-01 00:00:32,31816.5388333
2021-01-01 00:00:33,31563.2842727
2021-01-01 00:00:34,30965.0061645
2021-01-01 00:00:35,30327.7300179
2021-01-01 00:00:36,29652.3696546
2021-01-01 00:00:37,28853.5898106
2021-01-01 00:00:38,29709.0935201
2021-01-01 00:00:39,29953.0547209
2021-01-01 00:00:40,30351.4279804
2021-01-01 00:00:41,30873.3468746
2021-01-01 00:00:42,31903.2859628
2021-01-01 00:00:43,33148.5321801
2021-01-01 00:00:44,34246.6315556
2021-01-01 00:00:45,35106.842102
2021-01-01 00:00:46,35629.6153645
2021-01-01 00:00:47,35824.8830404
2021-01-01 00:00:48,35718.232032
2021-01-01 00:00:49,35840.8139372
2021-01-01 00:00:50,35490.122101
2021-01-01 00:00:51,35131.9799722
2021-01-01 00:00:52,34334.6881566
2021-01-01 00:00:53,33570.5898973
2021-01-01 00:00:54,33472.8706617
2021-01-01 00:00:55,33618.7791807
2021-01-01 00:00:56,33475.5855848
2021-01-01 00:00:57,32963.9543959
2021-01-01 00:00:58,32331.8212435
2021-01-01 00:00:59,30996.9605421
2021-01-01 00:01:00,30093.9060547
2021-01-01 00:01:01,30075.9628743
2021-01-01 00:01:02,30290.2266621
2021-01-01 00:01:03,30484.8178059
2021-01-01 00:01:04,30756.8874306
2021-01-01 00:01:05,31642.0926597
2021-01-01 00:01:06,32760.0391705
2021-01-01 00:01:07,34275.0828505
2021-01-01 00:01:08,35689.8725648
2021-01-01 00:01:09,36617.599537
2021-01-01 00:01:10,37125.8537761
2021-01-01 00:01:11,36362.5831353
2021-01-01 00:01:12,37169.3669033
2021-01-01 00:01:13,36959.0981659
2021-01-01 00:01:14,36919.8376354
2021-01-01 00:01:15,36367.2512702
2021-01-01 00:01:16,35574.1527239
2021-01-01 00:01:17,34570.346638
2021-01-01 00:01:18,34158.2984842
2021-01-01 00:01:19,34166.1226202
2021-01-01 00:01:20,33935.1183813
2021-01-01 00:01:21,33095.4433258
2021-01-01 00:01:22,32086.4715452
2021-01-01 00:01:23,31147.9182685
2021-01-01 00:01:24,30712.2056804
2021-01-01 00:01:25,30552.6617346
2021-01-01 00:01:26,30645.5395195
2021-01-01 00:01:27,30753.9085225
2021-01-01 00:01:28,31267.8017043
2021-01-01 00:01:29,32333.2128813
2021-01-01 00:01:30,33760.1797274
2021-01-01 00:01:31,35086.0452601
2021-01-01 00:01:32,36144.033719
2021-01-01 00:01:33,36848.1647496
2021-01-01 00:01:34,37214.5301035
2021-01-01 00:01:35,35835.5495815
2021-01-01 00:01:36,37104.5158213
2021-01-01 00:01:37,36977.2843576
2021-01-01 00:01:38,36940.6874747
2021-01-01 00:01:39,36709.5857189
2021-01-01 00:01:40,35942.1907121
2021-01-01 00:01:41,34910.3168179
2021-01-01 00:01:42,34476.8166335
2021-01-01 00:01:43,34466.8185867
2021-01-01 00:01:44,34180.5771776
2021-01-01 00:01:45,33453.3142003
2021-01-01 00:01:46,32242.10067
2021-01-01 00:01:47,31364.9470449
2021-01-01 00:01:48,30282.1574933
2021-01-01 00:01:49,30666.2407974
2021-01-01 00:01:50,30801.9192827
2021-01-01 00:01:51,31035.4567334
2021-01-01 00:01:52,31250.8721129
2021-01-01 00:01:53,32335.0625076
2021-01-01 00:01:54,33693.5145752
2021-01-01 00:01:55,35054.0398206
2021-01-01 00:01:56,36231.4392908
2021-01-01 00:01:57,36898.3541349
2021-01-01 00:01:58,37358.5773582
2021-01-01 00:01:59,37253.895835
2021-01-01 00:02:00,37231.9907374
2021-01-01 00:02:01,37078.4922867
2021-01-01 00:02:02,37186.3811953
2021-01-01 00:02:03,36974.5065859
2021-01-01 00:02:04,36195.3093199
2021-01-01 00:02:05,35118.290339
2021-01-01 00:02:06,34549.892504
2021-01-01 00:02:07,34583.7589925
2021-01-01 00:02:08,34244.1457449
2021-01-01 00:02:09,33500.7364963
2021-01-01 00:02:10,32378.3670286
2021-01-01 00:02:11,33290.0225581
2021-01-01 00:02:12,32822.3798363
2021-01-01 00:02:13,31842.2751094
2021-01-01 00:02:14,30960.1666882
2021-01-01 00:02:15,30881.085938
2021-01-01 00:02:16,31232.7992063
2021-01-01 00:02:17,32369.3821145
2021-01-01 00:02:18,33525.8539311
2021-01-01 00:02:19,34963.601851
2021-01-01 00:02:20,36215.499203
2021-01-01 00:02:21,36872.184503
2021-01-01 00:02:22,37219.4192553
2021-01-01 00:02:23,36999.9430473
2021-01-01 00:02:24,36687.7571187
2021-01-01 00:02:25,36680.6466736
2021-01-01 00:02:26,36563.8194419
2021-01-01 00:02:27,36466.1017653
2021-01-01 00:02:28,35841.3072179
2021-01-01 00:02:29,34895.021619
2021-01-01 00:02:30,34328.4531011
2021-01-01 00:02:31,34346.4536183
